tier,target_year,seed,mask,parties,p_majority,certified_indicator,certified_coalition_seats,brier
tier3_iso,2018,13579,34,L+V,0.0,0,48,0.0
tier3_iso,2018,13579,35,M+L+V,0.0,0,118,0.0
tier3_iso,2018,13579,36,C+V,0.0,0,59,0.0
tier3_iso,2018,13579,37,M+C+V,0.0,0,129,0.0
tier3_iso,2018,13579,38,L+C+V,0.0,0,79,0.0
tier3_iso,2018,13579,39,M+L+C+V,0.0,0,149,0.0
tier3_iso,2018,13579,40,KD+V,0.0,0,50,0.0
tier3_iso,2018,13579,41,M+KD+V,0.0,0,120,0.0
tier3_iso,2018,13579,42,L+KD+V,0.0,0,70,0.0
tier3_iso,2018,13579,43,M+L+KD+V,0.0,0,140,0.0
tier3_iso,2018,13579,44,C+KD+V,0.0,0,81,0.0
tier3_iso,2018,13579,45,M+C+KD+V,0.0,0,151,0.0
tier3_iso,2018,13579,46,L+C+KD+V,0.0,0,101,0.0
tier3_iso,2018,13579,47,M+L+C+KD+V,0.7527,0,171,0.5665572900000001
tier3_iso,2018,13579,48,S+V,0.0,0,128,0.0
tier3_iso,2018,13579,49,M+S+V,1.0,1,198,0.0
tier3_iso,2018,13579,50,L+S+V,0.0,0,148,0.0
tier3_iso,2018,13579,51,M+L+S+V,1.0,1,218,0.0
tier3_iso,2018,13579,52,C+S+V,0.0,0,159,0.0
tier3_iso,2018,13579,53,M+C+S+V,1.0,1,229,0.0
tier3_iso,2018,13579,54,L+C+S+V,0.7467,1,179,0.06416088999999998
tier3_iso,2018,13579,55,M+L+C+S+V,1.0,1,249,0.0
tier3_iso,2018,13579,56,KD+S+V,0.0,0,150,0.0
tier3_iso,2018,13579,57,M+KD+S+V,1.0,1,220,0.0
tier3_iso,2018,13579,58,L+KD+S+V,0.0,0,170,0.0
tier3_iso,2018,13579,59,M+L+KD+S+V,1.0,1,240,0.0
tier3_iso,2018,13579,60,C+KD+S+V,0.7467,1,181,0.06416088999999998
tier3_iso,2018,13579,61,M+C+KD+S+V,1.0,1,251,0.0
tier3_iso,2018,13579,62,L+C+KD+S+V,1.0,1,201,0.0
tier3_iso,2018,13579,63,M+L+C+KD+S+V,1.0,1,271,0.0
tier3_iso,2018,13579,64,MP,0.0,0,16,0.0
tier3_iso,2018,13579,65,M+MP,0.0,0,86,0.0
tier3_iso,2018,13579,66,L+MP,0.0,0,36,0.0
tier3_iso,2018,13579,67,M+L+MP,0.0,0,106,0.0
tier3_iso,2018,13579,68,C+MP,0.0,0,47,0.0
tier3_iso,2018,13579,69,M+C+MP,0.0,0,117,0.0
tier3_iso,2018,13579,70,L+C+MP,0.0,0,67,0.0
tier3_iso,2018,13579,71,M+L+C+MP,0.0,0,137,0.0
tier3_iso,2018,13579,72,KD+MP,0.0,0,38,0.0
tier3_iso,2018,13579,73,M+KD+MP,0.0,0,108,0.0
tier3_iso,2018,13579,74,L+KD+MP,0.0,0,58,0.0
tier3_iso,2018,13579,75,M+L+KD+MP,0.0,0,128,0.0
tier3_iso,2018,13579,76,C+KD+MP,0.0,0,69,0.0
tier3_iso,2018,13579,77,M+C+KD+MP,0.0,0,139,0.0
tier3_iso,2018,13579,78,L+C+KD+MP,0.0,0,89,0.0
tier3_iso,2018,13579,79,M+L+C+KD+MP,0.0,0,159,0.0
tier3_iso,2018,13579,80,S+MP,0.0,0,116,0.0
tier3_iso,2018,13579,81,M+S+MP,0.25165,1,186,0.5600277225000001
tier3_iso,2018,13579,82,L+S+MP,0.0,0,136,0.0
tier3_iso,2018,13579,83,M+L+S+MP,1.0,1,206,0.0
tier3_iso,2018,13579,84,C+S+MP,0.0,0,147,0.0
tier3_iso,2018,13579,85,M+C+S+MP,1.0,1,217,0.0
tier3_iso,2018,13579,86,L+C+S+MP,0.2473,0,167,0.061157289999999996
tier3_iso,2018,13579,87,M+L+C+S+MP,1.0,1,237,0.0
tier3_iso,2018,13579,88,KD+S+MP,0.0,0,138,0.0
tier3_iso,2018,13579,89,M+KD+S+MP,1.0,1,208,0.0
tier3_iso,2018,13579,90,L+KD+S+MP,0.0,0,158,0.0
tier3_iso,2018,13579,91,M+L+KD+S+MP,1.0,1,228,0.0
tier3_iso,2018,13579,92,C+KD+S+MP,0.0,0,169,0.0
tier3_iso,2018,13579,93,M+C+KD+S+MP,1.0,1,239,0.0
tier3_iso,2018,13579,94,L+C+KD+S+MP,0.7467,1,189,0.06416088999999998
tier3_iso,2018,13579,95,M+L+C+KD+S+MP,1.0,1,259,0.0
tier3_iso,2018,13579,96,V+MP,0.0,0,44,0.0
tier3_iso,2018,13579,97,M+V+MP,0.0,0,114,0.0
tier3_iso,2018,13579,98,L+V+MP,0.0,0,64,0.0
tier3_iso,2018,13579,99,M+L+V+MP,0.0,0,134,0.0
tier3_iso,2018,13579,100,C+V+MP,0.0,0,75,0.0
tier3_iso,2018,13579,101,M+C+V+MP,0.0,0,145,0.0
tier3_iso,2018,13579,102,L+C+V+MP,0.0,0,95,0.0
tier3_iso,2018,13579,103,M+L+C+V+MP,0.0,0,165,0.0
tier3_iso,2018,13579,104,KD+V+MP,0.0,0,66,0.0
tier3_iso,2018,13579,105,M+KD+V+MP,0.0,0,136,0.0
tier3_iso,2018,13579,106,L+KD+V+MP,0.0,0,86,0.0
tier3_iso,2018,13579,107,M+L+KD+V+MP,0.0,0,156,0.0
tier3_iso,2018,13579,108,C+KD+V+MP,0.0,0,97,0.0
tier3_iso,2018,13579,109,M+C+KD+V+MP,0.25165,0,167,0.06332772249999999
tier3_iso,2018,13579,110,L+C+KD+V+MP,0.0,0,117,0.0
tier3_iso,2018,13579,111,M+L+C+KD+V+MP,1.0,1,187,0.0
tier3_iso,2018,13579,112,S+V+MP,0.0,0,144,0.0
tier3_iso,2018,13579,113,M+S+V+MP,1.0,1,214,0.0
tier3_iso,2018,13579,114,L+S+V+MP,0.2473,0,164,0.061157289999999996
tier3_iso,2018,13579,115,M+L+S+V+MP,1.0,1,234,0.0
tier3_iso,2018,13579,116,C+S+V+MP,0.49895,1,175,0.2510511025
tier3_iso,2018,13579,117,M+C+S+V+MP,1.0,1,245,0.0
tier3_iso,2018,13579,118,L+C+S+V+MP,1.0,1,195,0.0
tier3_iso,2018,13579,119,M+L+C+S+V+MP,1.0,1,265,0.0
tier3_iso,2018,13579,120,KD+S+V+MP,0.0,0,166,0.0
tier3_iso,2018,13579,121,M+KD+S+V+MP,1.0,1,236,0.0
tier3_iso,2018,13579,122,L+KD+S+V+MP,1.0,1,186,0.0
tier3_iso,2018,13579,123,M+L+KD+S+V+MP,1.0,1,256,0.0
tier3_iso,2018,13579,124,C+KD+S+V+MP,1.0,1,197,0.0
tier3_iso,2018,13579,125,M+C+KD+S+V+MP,1.0,1,267,0.0
tier3_iso,2018,13579,126,L+C+KD+S+V+MP,1.0,1,217,0.0
tier3_iso,2018,13579,127,M+L+C+KD+S+V+MP,1.0,1,287,0.0
tier3_iso,2018,13579,128,SD,0.0,0,62,0.0
tier3_iso,2018,13579,129,M+SD,0.0,0,132,0.0
tier3_iso,2018,13579,130,L+SD,0.0,0,82,0.0
tier3_iso,2018,13579,131,M+L+SD,0.0,0,152,0.0
tier3_iso,2018,13579,132,C+SD,0.0,0,93,0.0
tier3_iso,2018,13579,133,M+C+SD,0.0,0,163,0.0
tier3_iso,2018,13579,134,L+C+SD,0.0,0,113,0.0
tier3_iso,2018,13579,135,M+L+C+SD,1.0,1,183,0.0
tier3_iso,2018,13579,136,KD+SD,0.0,0,84,0.0
tier3_iso,2018,13579,137,M+KD+SD,0.0,0,154,0.0
tier3_iso,2018,13579,138,L+KD+SD,0.0,0,104,0.0
tier3_iso,2018,13579,139,M+L+KD+SD,0.50105,0,174,0.2510511025
tier3_iso,2018,13579,140,C+KD+SD,0.0,0,115,0.0
tier3_iso,2018,13579,141,M+C+KD+SD,0.7527,1,185,0.06115728999999998
tier3_iso,2018,13579,142,L+C+KD+SD,0.0,0,135,0.0
tier3_iso,2018,13579,143,M+L+C+KD+SD,1.0,1,205,0.0
tier3_iso,2018,13579,144,S+SD,0.0,0,162,0.0
tier3_iso,2018,13579,145,M+S+SD,1.0,1,232,0.0
tier3_iso,2018,13579,146,L+S+SD,0.74835,1,182,0.06332772250000002
tier3_iso,2018,13579,147,M+L+S+SD,1.0,1,252,0.0
tier3_iso,2018,13579,148,C+S+SD,1.0,1,193,0.0
tier3_iso,2018,13579,149,M+C+S+SD,1.0,1,263,0.0
tier3_iso,2018,13579,150,L+C+S+SD,1.0,1,213,0.0
tier3_iso,2018,13579,151,M+L+C+S+SD,1.0,1,283,0.0
tier3_iso,2018,13579,152,KD+S+SD,1.0,1,184,0.0
tier3_iso,2018,13579,153,M+KD+S+SD,1.0,1,254,0.0
tier3_iso,2018,13579,154,L+KD+S+SD,1.0,1,204,0.0
tier3_iso,2018,13579,155,M+L+KD+S+SD,1.0,1,274,0.0
tier3_iso,2018,13579,156,C+KD+S+SD,1.0,1,215,0.0
tier3_iso,2018,13579,157,M+C+KD+S+SD,1.0,1,285,0.0
tier3_iso,2018,13579,158,L+C+KD+S+SD,1.0,1,235,0.0
tier3_iso,2018,13579,159,M+L+C+KD+S+SD,1.0,1,305,0.0
tier3_iso,2018,13579,160,V+SD,0.0,0,90,0.0
tier3_iso,2018,13579,161,M+V+SD,0.2533,0,160,0.06416089000000001
tier3_iso,2018,13579,162,L+V+SD,0.0,0,110,0.0
tier3_iso,2018,13579,163,M+L+V+SD,1.0,1,180,0.0
tier3_iso,2018,13579,164,C+V+SD,0.0,0,121,0.0
tier3_iso,2018,13579,165,M+C+V+SD,1.0,1,191,0.0
tier3_iso,2018,13579,166,L+C+V+SD,0.0,0,141,0.0
tier3_iso,2018,13579,167,M+L+C+V+SD,1.0,1,211,0.0
tier3_iso,2018,13579,168,KD+V+SD,0.0,0,112,0.0
tier3_iso,2018,13579,169,M+KD+V+SD,0.7527,1,182,0.06115728999999998
tier3_iso,2018,13579,170,L+KD+V+SD,0.0,0,132,0.0
tier3_iso,2018,13579,171,M+L+KD+V+SD,1.0,1,202,0.0
tier3_iso,2018,13579,172,C+KD+V+SD,0.0,0,143,0.0
tier3_iso,2018,13579,173,M+C+KD+V+SD,1.0,1,213,0.0
tier3_iso,2018,13579,174,L+C+KD+V+SD,0.74835,0,163,0.5600277225
tier3_iso,2018,13579,175,M+L+C+KD+V+SD,1.0,1,233,0.0
tier3_iso,2018,13579,176,S+V+SD,1.0,1,190,0.0
tier3_iso,2018,13579,177,M+S+V+SD,1.0,1,260,0.0
tier3_iso,2018,13579,178,L+S+V+SD,1.0,1,210,0.0
tier3_iso,2018,13579,179,M+L+S+V+SD,1.0,1,280,0.0
tier3_iso,2018,13579,180,C+S+V+SD,1.0,1,221,0.0
tier3_iso,2018,13579,181,M+C+S+V+SD,1.0,1,291,0.0
tier3_iso,2018,13579,182,L+C+S+V+SD,1.0,1,241,0.0
tier3_iso,2018,13579,183,M+L+C+S+V+SD,1.0,1,311,0.0
tier3_iso,2018,13579,184,KD+S+V+SD,1.0,1,212,0.0
tier3_iso,2018,13579,185,M+KD+S+V+SD,1.0,1,282,0.0
tier3_iso,2018,13579,186,L+KD+S+V+SD,1.0,1,232,0.0
tier3_iso,2018,13579,187,M+L+KD+S+V+SD,1.0,1,302,0.0
tier3_iso,2018,13579,188,C+KD+S+V+SD,1.0,1,243,0.0
tier3_iso,2018,13579,189,M+C+KD+S+V+SD,1.0,1,313,0.0
tier3_iso,2018,13579,190,L+C+KD+S+V+SD,1.0,1,263,0.0
tier3_iso,2018,13579,191,M+L+C+KD+S+V+SD,1.0,1,333,0.0
tier3_iso,2018,13579,192,MP+SD,0.0,0,78,0.0
tier3_iso,2018,13579,193,M+MP+SD,0.0,0,148,0.0
tier3_iso,2018,13579,194,L+MP+SD,0.0,0,98,0.0
tier3_iso,2018,13579,195,M+L+MP+SD,0.2533,0,168,0.06416089000000001
tier3_iso,2018,13579,196,C+MP+SD,0.0,0,109,0.0
tier3_iso,2018,13579,197,M+C+MP+SD,1.0,1,179,0.0
tier3_iso,2018,13579,198,L+C+MP+SD,0.0,0,129,0.0
tier3_iso,2018,13579,199,M+L+C+MP+SD,1.0,1,199,0.0
tier3_iso,2018,13579,200,KD+MP+SD,0.0,0,100,0.0
tier3_iso,2018,13579,201,M+KD+MP+SD,0.2533,0,170,0.06416089000000001
tier3_iso,2018,13579,202,L+KD+MP+SD,0.0,0,120,0.0
tier3_iso,2018,13579,203,M+L+KD+MP+SD,1.0,1,190,0.0
tier3_iso,2018,13579,204,C+KD+MP+SD,0.0,0,131,0.0
tier3_iso,2018,13579,205,M+C+KD+MP+SD,1.0,1,201,0.0
tier3_iso,2018,13579,206,L+C+KD+MP+SD,0.0,0,151,0.0
tier3_iso,2018,13579,207,M+L+C+KD+MP+SD,1.0,1,221,0.0
tier3_iso,2018,13579,208,S+MP+SD,0.2473,1,178,0.5665572900000001
tier3_iso,2018,13579,209,M+S+MP+SD,1.0,1,248,0.0
tier3_iso,2018,13579,210,L+S+MP+SD,1.0,1,198,0.0
tier3_iso,2018,13579,211,M+L+S+MP+SD,1.0,1,268,0.0
tier3_iso,2018,13579,212,C+S+MP+SD,1.0,1,209,0.0
tier3_iso,2018,13579,213,M+C+S+MP+SD,1.0,1,279,0.0
tier3_iso,2018,13579,214,L+C+S+MP+SD,1.0,1,229,0.0
tier3_iso,2018,13579,215,M+L+C+S+MP+SD,1.0,1,299,0.0
tier3_iso,2018,13579,216,KD+S+MP+SD,1.0,1,200,0.0
tier3_iso,2018,13579,217,M+KD+S+MP+SD,1.0,1,270,0.0
tier3_iso,2018,13579,218,L+KD+S+MP+SD,1.0,1,220,0.0
tier3_iso,2018,13579,219,M+L+KD+S+MP+SD,1.0,1,290,0.0
tier3_iso,2018,13579,220,C+KD+S+MP+SD,1.0,1,231,0.0
tier3_iso,2018,13579,221,M+C+KD+S+MP+SD,1.0,1,301,0.0
tier3_iso,2018,13579,222,L+C+KD+S+MP+SD,1.0,1,251,0.0
tier3_iso,2018,13579,223,M+L+C+KD+S+MP+SD,1.0,1,321,0.0
tier3_iso,2018,13579,224,V+MP+SD,0.0,0,106,0.0
tier3_iso,2018,13579,225,M+V+MP+SD,0.7527,1,176,0.06115728999999998
tier3_iso,2018,13579,226,L+V+MP+SD,0.0,0,126,0.0
tier3_iso,2018,13579,227,M+L+V+MP+SD,1.0,1,196,0.0
tier3_iso,2018,13579,228,C+V+MP+SD,0.0,0,137,0.0
tier3_iso,2018,13579,229,M+C+V+MP+SD,1.0,1,207,0.0
tier3_iso,2018,13579,230,L+C+V+MP+SD,0.2473,0,157,0.061157289999999996
tier3_iso,2018,13579,231,M+L+C+V+MP+SD,1.0,1,227,0.0
tier3_iso,2018,13579,232,KD+V+MP+SD,0.0,0,128,0.0
tier3_iso,2018,13579,233,M+KD+V+MP+SD,1.0,1,198,0.0
tier3_iso,2018,13579,234,L+KD+V+MP+SD,0.0,0,148,0.0
tier3_iso,2018,13579,235,M+L+KD+V+MP+SD,1.0,1,218,0.0
tier3_iso,2018,13579,236,C+KD+V+MP+SD,0.25165,0,159,0.06332772249999999
tier3_iso,2018,13579,237,M+C+KD+V+MP+SD,1.0,1,229,0.0
tier3_iso,2018,13579,238,L+C+KD+V+MP+SD,1.0,1,179,0.0
tier3_iso,2018,13579,239,M+L+C+KD+V+MP+SD,1.0,1,249,0.0
tier3_iso,2018,13579,240,S+V+MP+SD,1.0,1,206,0.0
tier3_iso,2018,13579,241,M+S+V+MP+SD,1.0,1,276,0.0
tier3_iso,2018,13579,242,L+S+V+MP+SD,1.0,1,226,0.0
tier3_iso,2018,13579,243,M+L+S+V+MP+SD,1.0,1,296,0.0
tier3_iso,2018,13579,244,C+S+V+MP+SD,1.0,1,237,0.0
tier3_iso,2018,13579,245,M+C+S+V+MP+SD,1.0,1,307,0.0
tier3_iso,2018,13579,246,L+C+S+V+MP+SD,1.0,1,257,0.0
tier3_iso,2018,13579,247,M+L+C+S+V+MP+SD,1.0,1,327,0.0
tier3_iso,2018,13579,248,KD+S+V+MP+SD,1.0,1,228,0.0
tier3_iso,2018,13579,249,M+KD+S+V+MP+SD,1.0,1,298,0.0
tier3_iso,2018,13579,250,L+KD+S+V+MP+SD,1.0,1,248,0.0
tier3_iso,2018,13579,251,M+L+KD+S+V+MP+SD,1.0,1,318,0.0
tier3_iso,2018,13579,252,C+KD+S+V+MP+SD,1.0,1,259,0.0
tier3_iso,2018,13579,253,M+C+KD+S+V+MP+SD,1.0,1,329,0.0
tier3_iso,2018,13579,254,L+C+KD+S+V+MP+SD,1.0,1,279,0.0
tier3_iso,2022,12345,1,M,0.0,0,68,0.0
tier3_iso,2022,12345,2,L,0.0,0,16,0.0
tier3_iso,2022,12345,3,M+L,0.0,0,84,0.0
tier3_iso,2022,12345,4,C,0.0,0,24,0.0
tier3_iso,2022,12345,5,M+C,0.0,0,92,0.0
tier3_iso,2022,12345,6,L+C,0.0,0,40,0.0
tier3_iso,2022,12345,7,M+L+C,0.0,0,108,0.0
tier3_iso,2022,12345,8,KD,0.0,0,19,0.0
tier3_iso,2022,12345,9,M+KD,0.0,0,87,0.0
tier3_iso,2022,12345,10,L+KD,0.0,0,35,0.0
tier3_iso,2022,12345,11,M+L+KD,0.0,0,103,0.0
tier3_iso,2022,12345,12,C+KD,0.0,0,43,0.0
tier3_iso,2022,12345,13,M+C+KD,0.0,0,111,0.0
tier3_iso,2022,12345,14,L+C+KD,0.0,0,59,0.0
tier3_iso,2022,12345,15,M+L+C+KD,0.0,0,127,0.0
tier3_iso,2022,12345,16,S,0.0,0,107,0.0
tier3_iso,2022,12345,17,M+S,0.0,1,175,1.0
tier3_iso,2022,12345,18,L+S,0.0,0,123,0.0
tier3_iso,2022,12345,19,M+L+S,1.0,1,191,0.0
tier3_iso,2022,12345,20,C+S,0.0,0,131,0.0
tier3_iso,2022,12345,21,M+C+S,1.0,1,199,0.0
tier3_iso,2022,12345,22,L+C+S,0.0,0,147,0.0
tier3_iso,2022,12345,23,M+L+C+S,1.0,1,215,0.0
tier3_iso,2022,12345,24,KD+S,0.0,0,126,0.0
tier3_iso,2022,12345,25,M+KD+S,1.0,1,194,0.0
tier3_iso,2022,12345,26,L+KD+S,0.0,0,142,0.0
tier3_iso,2022,12345,27,M+L+KD+S,1.0,1,210,0.0
tier3_iso,2022,12345,28,C+KD+S,0.0,0,150,0.0
tier3_iso,2022,12345,29,M+C+KD+S,1.0,1,218,0.0
tier3_iso,2022,12345,30,L+C+KD+S,0.19865,0,166,0.0394618225
tier3_iso,2022,12345,31,M+L+C+KD+S,1.0,1,234,0.0
tier3_iso,2022,12345,32,V,0.0,0,24,0.0
tier3_iso,2022,12345,33,M+V,0.0,0,92,0.0
tier3_iso,2022,12345,34,L+V,0.0,0,40,0.0
tier3_iso,2022,12345,35,M+L+V,0.0,0,108,0.0
tier3_iso,2022,12345,36,C+V,0.0,0,48,0.0
tier3_iso,2022,12345,37,M+C+V,0.0,0,116,0.0
tier3_iso,2022,12345,38,L+C+V,0.0,0,64,0.0
tier3_iso,2022,12345,39,M+L+C+V,0.0,0,132,0.0
tier3_iso,2022,12345,40,KD+V,0.0,0,43,0.0
tier3_iso,2022,12345,41,M+KD+V,0.0,0,111,0.0
tier3_iso,2022,12345,42,L+KD+V,0.0,0,59,0.0
tier3_iso,2022,12345,43,M+L+KD+V,0.0,0,127,0.0
tier3_iso,2022,12345,44,C+KD+V,0.0,0,67,0.0
tier3_iso,2022,12345,45,M+C+KD+V,0.0,0,135,0.0
tier3_iso,2022,12345,46,L+C+KD+V,0.0,0,83,0.0
tier3_iso,2022,12345,47,M+L+C+KD+V,0.0,0,151,0.0
tier3_iso,2022,12345,48,S+V,0.0,0,131,0.0
tier3_iso,2022,12345,49,M+S+V,1.0,1,199,0.0
tier3_iso,2022,12345,50,L+S+V,0.0,0,147,0.0
tier3_iso,2022,12345,51,M+L+S+V,1.0,1,215,0.0
tier3_iso,2022,12345,52,C+S+V,0.0,0,155,0.0
tier3_iso,2022,12345,53,M+C+S+V,1.0,1,223,0.0
tier3_iso,2022,12345,54,L+C+S+V,0.19865,0,171,0.0394618225
tier3_iso,2022,12345,55,M+L+C+S+V,1.0,1,239,0.0
tier3_iso,2022,12345,56,KD+S+V,0.0,0,150,0.0
tier3_iso,2022,12345,57,M+KD+S+V,1.0,1,218,0.0
tier3_iso,2022,12345,58,L+KD+S+V,0.0,0,166,0.0
tier3_iso,2022,12345,59,M+L+KD+S+V,1.0,1,234,0.0
tier3_iso,2022,12345,60,C+KD+S+V,0.7985,0,174,0.6376022499999999
tier3_iso,2022,12345,61,M+C+KD+S+V,1.0,1,242,0.0
tier3_iso,2022,12345,62,L+C+KD+S+V,1.0,1,190,0.0
tier3_iso,2022,12345,63,M+L+C+KD+S+V,1.0,1,258,0.0
tier3_iso,2022,12345,64,MP,0.0,0,18,0.0
tier3_iso,2022,12345,65,M+MP,0.0,0,86,0.0
tier3_iso,2022,12345,66,L+MP,0.0,0,34,0.0
tier3_iso,2022,12345,67,M+L+MP,0.0,0,102,0.0
tier3_iso,2022,12345,68,C+MP,0.0,0,42,0.0
tier3_iso,2022,12345,69,M+C+MP,0.0,0,110,0.0
tier3_iso,2022,12345,70,L+C+MP,0.0,0,58,0.0
tier3_iso,2022,12345,71,M+L+C+MP,0.0,0,126,0.0
tier3_iso,2022,12345,72,KD+MP,0.0,0,37,0.0
tier3_iso,2022,12345,73,M+KD+MP,0.0,0,105,0.0
tier3_iso,2022,12345,74,L+KD+MP,0.0,0,53,0.0
tier3_iso,2022,12345,75,M+L+KD+MP,0.0,0,121,0.0
tier3_iso,2022,12345,76,C+KD+MP,0.0,0,61,0.0
tier3_iso,2022,12345,77,M+C+KD+MP,0.0,0,129,0.0
tier3_iso,2022,12345,78,L+C+KD+MP,0.0,0,77,0.0
tier3_iso,2022,12345,79,M+L+C+KD+MP,0.0,0,145,0.0
tier3_iso,2022,12345,80,S+MP,0.0,0,125,0.0
tier3_iso,2022,12345,81,M+S+MP,1.0,1,193,0.0
tier3_iso,2022,12345,82,L+S+MP,0.0,0,141,0.0
tier3_iso,2022,12345,83,M+L+S+MP,1.0,1,209,0.0
tier3_iso,2022,12345,84,C+S+MP,0.0,0,149,0.0
tier3_iso,2022,12345,85,M+C+S+MP,1.0,1,217,0.0
tier3_iso,2022,12345,86,L+C+S+MP,0.19865,0,165,0.0394618225
tier3_iso,2022,12345,87,M+L+C+S+MP,1.0,1,233,0.0
tier3_iso,2022,12345,88,KD+S+MP,0.0,0,144,0.0
tier3_iso,2022,12345,89,M+KD+S+MP,1.0,1,212,0.0
tier3_iso,2022,12345,90,L+KD+S+MP,0.0,0,160,0.0
tier3_iso,2022,12345,91,M+L+KD+S+MP,1.0,1,228,0.0
tier3_iso,2022,12345,92,C+KD+S+MP,0.19865,0,168,0.0394618225
tier3_iso,2022,12345,93,M+C+KD+S+MP,1.0,1,236,0.0
tier3_iso,2022,12345,94,L+C+KD+S+MP,1.0,1,184,0.0
tier3_iso,2022,12345,95,M+L+C+KD+S+MP,1.0,1,252,0.0
tier3_iso,2022,12345,96,V+MP,0.0,0,42,0.0
tier3_iso,2022,12345,97,M+V+MP,0.0,0,110,0.0
tier3_iso,2022,12345,98,L+V+MP,0.0,0,58,0.0
tier3_iso,2022,12345,99,M+L+V+MP,0.0,0,126,0.0
tier3_iso,2022,12345,100,C+V+MP,0.0,0,66,0.0
tier3_iso,2022,12345,101,M+C+V+MP,0.0,0,134,0.0
tier3_iso,2022,12345,102,L+C+V+MP,0.0,0,82,0.0
tier3_iso,2022,12345,103,M+L+C+V+MP,0.0,0,150,0.0
tier3_iso,2022,12345,104,KD+V+MP,0.0,0,61,0.0
tier3_iso,2022,12345,105,M+KD+V+MP,0.0,0,129,0.0
tier3_iso,2022,12345,106,L+KD+V+MP,0.0,0,77,0.0
tier3_iso,2022,12345,107,M+L+KD+V+MP,0.0,0,145,0.0
tier3_iso,2022,12345,108,C+KD+V+MP,0.0,0,85,0.0
tier3_iso,2022,12345,109,M+C+KD+V+MP,0.0,0,153,0.0
tier3_iso,2022,12345,110,L+C+KD+V+MP,0.0,0,101,0.0
tier3_iso,2022,12345,111,M+L+C+KD+V+MP,0.59985,0,169,0.3598200225
tier3_iso,2022,12345,112,S+V+MP,0.0,0,149,0.0
tier3_iso,2022,12345,113,M+S+V+MP,1.0,1,217,0.0
tier3_iso,2022,12345,114,L+S+V+MP,0.19865,0,165,0.0394618225
tier3_iso,2022,12345,115,M+L+S+V+MP,1.0,1,233,0.0
tier3_iso,2022,12345,116,C+S+V+MP,0.5974,0,173,0.35688676
tier3_iso,2022,12345,117,M+C+S+V+MP,1.0,1,241,0.0
tier3_iso,2022,12345,118,L+C+S+V+MP,1.0,1,189,0.0
tier3_iso,2022,12345,119,M+L+C+S+V+MP,1.0,1,257,0.0
tier3_iso,2022,12345,120,KD+S+V+MP,0.0,0,168,0.0
tier3_iso,2022,12345,121,M+KD+S+V+MP,1.0,1,236,0.0
tier3_iso,2022,12345,122,L+KD+S+V+MP,1.0,1,184,0.0
tier3_iso,2022,12345,123,M+L+KD+S+V+MP,1.0,1,252,0.0
tier3_iso,2022,12345,124,C+KD+S+V+MP,1.0,1,192,0.0
tier3_iso,2022,12345,125,M+C+KD+S+V+MP,1.0,1,260,0.0
tier3_iso,2022,12345,126,L+C+KD+S+V+MP,1.0,1,208,0.0
tier3_iso,2022,12345,127,M+L+C+KD+S+V+MP,1.0,1,276,0.0
tier3_iso,2022,12345,128,SD,0.0,0,73,0.0
tier3_iso,2022,12345,129,M+SD,0.0,0,141,0.0
tier3_iso,2022,12345,130,L+SD,0.0,0,89,0.0
tier3_iso,2022,12345,131,M+L+SD,0.0,0,157,0.0
tier3_iso,2022,12345,132,C+SD,0.0,0,97,0.0
tier3_iso,2022,12345,133,M+C+SD,0.0,0,165,0.0
tier3_iso,2022,12345,134,L+C+SD,0.0,0,113,0.0
tier3_iso,2022,12345,135,M+L+C+SD,1.0,1,181,0.0
tier3_iso,2022,12345,136,KD+SD,0.0,0,92,0.0
tier3_iso,2022,12345,137,M+KD+SD,0.0,0,160,0.0
tier3_iso,2022,12345,138,L+KD+SD,0.0,0,108,0.0
tier3_iso,2022,12345,139,M+L+KD+SD,0.4026,1,176,0.3568867599999999
tier3_iso,2022,12345,140,C+KD+SD,0.0,0,116,0.0
tier3_iso,2022,12345,141,M+C+KD+SD,0.80135,1,184,0.0394618225
tier3_iso,2022,12345,142,L+C+KD+SD,0.0,0,132,0.0
tier3_iso,2022,12345,143,M+L+C+KD+SD,1.0,1,200,0.0
tier3_iso,2022,12345,144,S+SD,0.40015,1,180,0.3598200225
tier3_iso,2022,12345,145,M+S+SD,1.0,1,248,0.0
tier3_iso,2022,12345,146,L+S+SD,1.0,1,196,0.0
tier3_iso,2022,12345,147,M+L+S+SD,1.0,1,264,0.0
tier3_iso,2022,12345,148,C+S+SD,1.0,1,204,0.0
tier3_iso,2022,12345,149,M+C+S+SD,1.0,1,272,0.0
tier3_iso,2022,12345,150,L+C+S+SD,1.0,1,220,0.0
tier3_iso,2022,12345,151,M+L+C+S+SD,1.0,1,288,0.0
tier3_iso,2022,12345,152,KD+S+SD,1.0,1,199,0.0
tier3_iso,2022,12345,153,M+KD+S+SD,1.0,1,267,0.0
tier3_iso,2022,12345,154,L+KD+S+SD,1.0,1,215,0.0
tier3_iso,2022,12345,155,M+L+KD+S+SD,1.0,1,283,0.0
tier3_iso,2022,12345,156,C+KD+S+SD,1.0,1,223,0.0
tier3_iso,2022,12345,157,M+C+KD+S+SD,1.0,1,291,0.0
tier3_iso,2022,12345,158,L+C+KD+S+SD,1.0,1,239,0.0
tier3_iso,2022,12345,159,M+L+C+KD+S+SD,1.0,1,307,0.0
